Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	34232 : 34247	RN	autophosphorylation, and phosphorylation of downstream targets Cd
./___Corpus/Medline/xml/PMC4693276.xml	Cdc25c	34270 : 34276	CM	on of downstream targets Cdc25c and HDMX. Other analogue
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	34306 : 34312	CM	HDMX. Other analogues of PV1019 with increased cell perm
./___Corpus/Medline/xml/PMC4693276.xml	[122]	34382 : 34387	CM	vity have been developed [122]. PV1019 is the only guan
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	34389 : 34395	CM	ve been developed [122]. PV1019 is the only guanidylhydr
./___Corpus/Medline/xml/PMC4693276.xml	guanidylhydrazone	34408 : 34425	CM	122]. PV1019 is the only guanidylhydrazone tested in cells to be ab
./___Corpus/Medline/xml/PMC4693276.xml	IR	34465 : 34467	CM	s to be able to decrease IR-mediated apoptosis in mo
./___Corpus/Medline/xml/PMC4693276.xml	[127]	34507 : 34512	CM	osis in mouse thymocytes [127]. Another potential thera
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	34585 : 34591	CM	d by this study was that PV1019 potentiated effect of tw
./___Corpus/Medline/xml/PMC4693276.xml	I	34632 : 34633	CM	ect of two topoisomerase I inhibitors, topotecan an
./___Corpus/Medline/xml/PMC4693276.xml	camptothecin	34660 : 34672	CM	nhibitors, topotecan and camptothecin, or IR-treatment in vari
./___Corpus/Medline/xml/PMC4693276.xml	IR	34677 : 34679	CM	can and camptothecin, or IR-treatment in various can
./___Corpus/Medline/xml/PMC4693276.xml	U251	34812 : 34816	CM	e brain glioma cell line U251. In U251 cells, the pote
./___Corpus/Medline/xml/PMC4693276.xml	U251	34821 : 34825	CM	lioma cell line U251. In U251 cells, the potentiation 
./___Corpus/Medline/xml/PMC4693276.xml	IR	34853 : 34855	CM	lls, the potentiation of IR by PV1019 (5 µM) was enh
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	34859 : 34865	CM	he potentiation of IR by PV1019 (5 µM) was enhanced 1.4-
./___Corpus/Medline/xml/PMC4693276.xml	In	35062 : 35064	CM	533                      In a kinome profiling study
./___Corpus/Medline/xml/PMC4693276.xml	kinome	35067 : 35073	CM	                    In a kinome profiling study, Caldwel
./___Corpus/Medline/xml/PMC4693276.xml	2-(quinazolin-2-yl)-phenols	35156 : 35183	CM	ompound belonging to the 2-(quinazolin-2-yl)-phenols molecules that inhibited
./___Corpus/Medline/xml/PMC4693276.xml	[128]	35223 : 35228	CM	 inhibited Chk2 activity [128]. Optimization of the hit
./___Corpus/Medline/xml/PMC4693276.xml	Asn352	35346 : 35352	CM	nteracts with Met304 and Asn352 of Chk2 via hydrogen bon
./___Corpus/Medline/xml/PMC4693276.xml	hydrogen	35365 : 35373	CM	4 and Asn352 of Chk2 via hydrogen bonds. CCT241533 had a h
./___Corpus/Medline/xml/PMC4693276.xml	SN38	35531 : 35535	CM	damaging agents, such as SN38, gemcitabine, mitomycin 
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	35537 : 35548	CM	ng agents, such as SN38, gemcitabine, mitomycin C, bleomycin 
./___Corpus/Medline/xml/PMC4693276.xml	mitomycin C	35550 : 35561	CM	ch as SN38, gemcitabine, mitomycin C, bleomycin or etoposide 
./___Corpus/Medline/xml/PMC4693276.xml	bleomycin	35563 : 35572	CM	emcitabine, mitomycin C, bleomycin or etoposide on p53-defi
./___Corpus/Medline/xml/PMC4693276.xml	etoposide	35576 : 35585	CM	itomycin C, bleomycin or etoposide on p53-deficient cells H
./___Corpus/Medline/xml/PMC4693276.xml	HeLa	35618 : 35622	CM	deficient cells HT29 and HeLa, but interestingly poten
./___Corpus/Medline/xml/PMC4693276.xml	[129]	35705 : 35710	CM	ors AG14447 and olaparib [129]. This was shown by decre
./___Corpus/Medline/xml/PMC4693276.xml	HeLa	35769 : 35773	CM	 growth in both HT29 and HeLa cancer cell lines in the
./___Corpus/Medline/xml/PMC4693276.xml	HeLa	35924 : 35928	CM	ib enhanced apoptosis in HeLa cells by potentiating PA
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	36125 : 36140	RN	ated inhibition of BRCA1 phosphorylation and concomitant HR impai
./___Corpus/Medline/xml/PMC4693276.xml	HR	36157 : 36159	CM	rylation and concomitant HR impairment.             
./___Corpus/Medline/xml/PMC4693276.xml	2-(4-(4-Chlorophenoxy)Phenyl)-1H-Benzimidazole-5-Carboxamide	36194 : 36254	CM	t.                  4.3. 2-(4-(4-Chlorophenoxy)Phenyl)-1H-Benzimidazole-5-Carboxamide Hydrate/BML277/C3742    
./___Corpus/Medline/xml/PMC4693276.xml	C3742	36270 : 36275	CM	rboxamide Hydrate/BML277/C3742                      The
./___Corpus/Medline/xml/PMC4693276.xml	benzimidazole	36354 : 36367	CM	or, which belongs to the benzimidazole class of inhibitors, was
./___Corpus/Medline/xml/PMC4693276.xml	2-arylbenzamidazole	36443 : 36462	CM	hroughput screening of a 2-arylbenzamidazole library for binding to p
./___Corpus/Medline/xml/PMC4693276.xml	[130]	36598 : 36603	CM	ficity of the first hits [130]. It has been shown that 
./___Corpus/Medline/xml/PMC4693276.xml	hydrogen	36688 : 36696	CM	main interactions: (1) a hydrogen interaction between the 
./___Corpus/Medline/xml/PMC4693276.xml	benzimidazole H1	36721 : 36737	CM	 interaction between the benzimidazole H1 and the carbonyl group o
./___Corpus/Medline/xml/PMC4693276.xml	carbonyl	36746 : 36754	CM	benzimidazole H1 and the carbonyl group of Glu302 and the 
./___Corpus/Medline/xml/PMC4693276.xml	amide	36779 : 36784	CM	 group of Glu302 and the amide NH of Met304; (2) bindin
./___Corpus/Medline/xml/PMC4693276.xml	NH	36785 : 36787	CM	 of Glu302 and the amide NH of Met304; (2) binding o
./___Corpus/Medline/xml/PMC4693276.xml	carboxamide	36818 : 36829	CM	t304; (2) binding of the carboxamide group with many residues
./___Corpus/Medline/xml/PMC4693276.xml	kinase	36876 : 36882	ASE	ues in the pocket of the kinase and (3) interaction of t
./___Corpus/Medline/xml/PMC4693276.xml	4-chlorophenyl	36910 : 36924	CM	d (3) interaction of the 4-chlorophenyl substituent with hydroph
./___Corpus/Medline/xml/PMC4693276.xml	Leu226	37006 : 37012	CM	rance of the ATP-pocket (Leu226, Leu236, Lys245, Leu303 
./___Corpus/Medline/xml/PMC4693276.xml	Leu236	37014 : 37020	CM	 the ATP-pocket (Leu226, Leu236, Lys245, Leu303 and Glu3
./___Corpus/Medline/xml/PMC4693276.xml	Lys245	37022 : 37028	CM	-pocket (Leu226, Leu236, Lys245, Leu303 and Glu305) [131
./___Corpus/Medline/xml/PMC4693276.xml	Leu303	37030 : 37036	CM	(Leu226, Leu236, Lys245, Leu303 and Glu305) [131]. This 
./___Corpus/Medline/xml/PMC4693276.xml	[131]	37049 : 37054	CM	s245, Leu303 and Glu305) [131]. This molecule showed pr
./___Corpus/Medline/xml/PMC4693276.xml	CD4+	37112 : 37116	CM	 effect in p53 wild-type CD4+ and CD8+ T-cells exposed
./___Corpus/Medline/xml/PMC4693276.xml	CD8+	37121 : 37125	CM	n p53 wild-type CD4+ and CD8+ T-cells exposed to IR in
./___Corpus/Medline/xml/PMC4693276.xml	IR	37145 : 37147	CM	 CD8+ T-cells exposed to IR in a concentration-depen
./___Corpus/Medline/xml/PMC4693276.xml	[130]	37184 : 37189	CM	tration-dependent manner [130]. No study on the cellula
./___Corpus/Medline/xml/PMC4693276.xml	Debromohymenialdisine	37292 : 37313	CM	y.                  4.4. Debromohymenialdisine and Analogues           
./___Corpus/Medline/xml/PMC4693276.xml	debromohymenialdisine	37377 : 37398	CM	ed on the Chk2 inhibitor debromohymenialdisine identified in marine spo
./___Corpus/Medline/xml/PMC4693276.xml	pyrrole	37518 : 37525	CM	d by substitution of the pyrrole of the hymenialdisine co
./___Corpus/Medline/xml/PMC4693276.xml	indole	37561 : 37567	CM	enialdisine core with an indole group [132,133,134]. Thi
./___Corpus/Medline/xml/PMC4693276.xml	[132,133,134]	37574 : 37587	CM	ore with an indole group [132,133,134]. This compound showed an
./___Corpus/Medline/xml/PMC4693276.xml	debromohymenialdisine	37681 : 37702	CM	 compared to the initial debromohymenialdisine. IR-treatment of non-mal
./___Corpus/Medline/xml/PMC4693276.xml	IR	37704 : 37706	CM	l debromohymenialdisine. IR-treatment of non-maligna
./___Corpus/Medline/xml/PMC4693276.xml	[135]	37798 : 37803	CM	poptosis by the molecule [135]. Other analogues were de
./___Corpus/Medline/xml/PMC4693276.xml	2-pyrrole	37869 : 37878	CM	 the substitution of the 2-pyrrole moiety with phenyl rings
./___Corpus/Medline/xml/PMC4693276.xml	phenyl	37891 : 37897	CM	he 2-pyrrole moiety with phenyl rings, increasing select
./___Corpus/Medline/xml/PMC4693276.xml	[136]	37982 : 37987	CM	nhibitory effect on Chk2 [136]. No further investigatio
./___Corpus/Medline/xml/PMC4693276.xml	isothiazole carboxamide	38260 : 38283	CM	ational starting from an isothiazole carboxamide identified by screening 
./___Corpus/Medline/xml/PMC4693276.xml	[137]	38308 : 38313	CM	 identified by screening [137]. VRX0466617 exhibits hig
./___Corpus/Medline/xml/PMC4693276.xml	Ki	38392 : 38394	CM	for Chk2 (IC50 = 120 nM, Ki = 11 nM) compared to Chk
./___Corpus/Medline/xml/PMC4693276.xml	[138]	38436 : 38441	CM	d to Chk1 (IC50 > 10 µM) [138]. This compound showed an
./___Corpus/Medline/xml/PMC4693276.xml	IR	38477 : 38479	CM	ound showed an effect on IR-treated cells by blockin
./___Corpus/Medline/xml/PMC4693276.xml	kinase	38510 : 38516	ASE	ed cells by blocking the kinase activity of Chk2. Phosph
./___Corpus/Medline/xml/PMC4693276.xml	Phosphorylation	38535 : 38550	RN	kinase activity of Chk2. Phosphorylation on Ser19 and Ser33-35 wa
./___Corpus/Medline/xml/PMC4693276.xml	Ser19	38554 : 38559	CM	Chk2. Phosphorylation on Ser19 and Ser33-35 was inhibit
./___Corpus/Medline/xml/PMC4693276.xml	Ser33-35	38564 : 38572	CM	phorylation on Ser19 and Ser33-35 was inhibited in the pre
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	38648 : 38663	RN	 the ATM-dependent Thr68 phosphorylation of Chk2 was spared. HDMX
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylated	38728 : 38742	RN	regulator of p53 that is phosphorylated by Chk2 on Ser342 and Se
./___Corpus/Medline/xml/PMC4693276.xml	Ser342	38754 : 38760	CM	hosphorylated by Chk2 on Ser342 and Ser367 upon exposure
./___Corpus/Medline/xml/PMC4693276.xml	Ser367	38765 : 38771	CM	ed by Chk2 on Ser342 and Ser367 upon exposure to IR, lea
./___Corpus/Medline/xml/PMC4693276.xml	IR	38789 : 38791	CM	 Ser367 upon exposure to IR, leading to its degradat
./___Corpus/Medline/xml/PMC4693276.xml	IR	38842 : 38844	CM	on. VRX0466617 prevented IR-induced HDMX degradation
./___Corpus/Medline/xml/PMC4693276.xml	IR	38931 : 38933	CM	 It was found to inhibit IR-induced apoptosis, but d
./___Corpus/Medline/xml/PMC4693276.xml	cisplatin	39005 : 39014	CM	ct of DNA-damaging drugs cisplatin and doxorubicin in MCF-7
./___Corpus/Medline/xml/PMC4693276.xml	doxorubicin	39019 : 39030	CM	ging drugs cisplatin and doxorubicin in MCF-7 cancer cell lin
./___Corpus/Medline/xml/PMC4693276.xml	taxol	39062 : 39067	CM	-7 cancer cell line, nor taxol in BJ-hTERT cells.      
./___Corpus/Medline/xml/PMC4693276.xml	[139]	39163 : 39168	CM	olecules, such as UCN-01 [139], AZD7762 [140], or XL844
./___Corpus/Medline/xml/PMC4693276.xml	[140]	39178 : 39183	CM	as UCN-01 [139], AZD7762 [140], or XL844 [141], have be
./___Corpus/Medline/xml/PMC4693276.xml	[141]	39194 : 39199	CM	 AZD7762 [140], or XL844 [141], have been identified to
./___Corpus/Medline/xml/PMC4693276.xml	CHK2	39756 : 39760	CM	ty regarding the role of CHK2 inhibition and the conte
./___Corpus/Medline/xml/PMC4693276.xml	Poly(ADP)	39882 : 39891	CM	                  5. The Poly(ADP) Ribose Polymerase       
./___Corpus/Medline/xml/PMC4693276.xml	Ribose	39892 : 39898	CM	        5. The Poly(ADP) Ribose Polymerase              
./___Corpus/Medline/xml/PMC4693276.xml	adenosine diphosphate	39937 : 39958	CM	                   Poly (adenosine diphosphate [ADP]) ribose polymerase
./___Corpus/Medline/xml/PMC4693276.xml	[ADP]	39959 : 39964	CM	y (adenosine diphosphate [ADP]) ribose polymerase (PARP
./___Corpus/Medline/xml/PMC4693276.xml	ribose	39966 : 39972	CM	osine diphosphate [ADP]) ribose polymerase (PARP) inhibi
./___Corpus/Medline/xml/PMC4693276.xml	[142,143]	40266 : 40275	CM	a 17 PARP protein family [142,143]. Activation of PARP upon
./___Corpus/Medline/xml/PMC4693276.xml	poly(ADP)-ribose	40338 : 40354	CM	eads to the synthesis of poly(ADP)-ribose (pADPr), which is one of
./___Corpus/Medline/xml/PMC4693276.xml	[144]	40459 : 40464	CM	lling in mammalian cells [144]. PARP1 catalysis the add
./___Corpus/Medline/xml/PMC4693276.xml	chromatin	40507 : 40516	CM	the addition of pADPr to chromatin-related proteins, increa
./___Corpus/Medline/xml/PMC4693276.xml	[142,143,145]	40679 : 40692	CM	a pADPr-dependent manner [142,143,145].                        
./___Corpus/Medline/xml/PMC4693276.xml	nicotinamide	40769 : 40781	CM	ors are analogues of the nicotinamide moiety of the NAD+ (nico
./___Corpus/Medline/xml/PMC4693276.xml	nicotinamide	40802 : 40814	CM	mide moiety of the NAD+ (nicotinamide adenine dinucleotide) [1
./___Corpus/Medline/xml/PMC4693276.xml	adenine dinucleotide	40815 : 40835	CM	f the NAD+ (nicotinamide adenine dinucleotide) [146,147,148] and their
./___Corpus/Medline/xml/PMC4693276.xml	[146,147,148]	40837 : 40850	CM	de adenine dinucleotide) [146,147,148] and their mechanistic ef
./___Corpus/Medline/xml/PMC4693276.xml	[146,147,149,150]	40983 : 41000	CM	atalytic (CAT) inhibitor [146,147,149,150]. Inhibiting PARP catalys
./___Corpus/Medline/xml/PMC4693276.xml	HR	41213 : 41215	CM	h DSBs require competent HR repair to allow cell sur
./___Corpus/Medline/xml/PMC4693276.xml	[151,152]	41246 : 41255	CM	r to allow cell survival [151,152].                        
./___Corpus/Medline/xml/PMC4693276.xml	HR	41406 : 41408	CM	ing key for a functional HR repair pathway. Normal c
./___Corpus/Medline/xml/PMC4693276.xml	HR	41699 : 41701	CM	ive in repairing DSBs by HR. Instead, these lesions 
./___Corpus/Medline/xml/PMC4693276.xml	[151,152,153]	41837 : 41850	CM	predisposition to cancer [151,152,153]. Therefore, much of the 
./___Corpus/Medline/xml/PMC4693276.xml	HR	42162 : 42164	CM	l fail to undergo normal HR repair. This selective t
./___Corpus/Medline/xml/PMC4693276.xml	[152,154]	42504 : 42513	CM	talled replication forks [152,154] by accumulating at the d
./___Corpus/Medline/xml/PMC4693276.xml	HR	42762 : 42764	CM	 lead to cytotoxicity in HR-deficient cells [155].  
./___Corpus/Medline/xml/PMC4693276.xml	[155]	42781 : 42786	CM	ty in HR-deficient cells [155].                        
./___Corpus/Medline/xml/PMC4693276.xml	UK	43020 : 43022	CM	81; AstraZeneca, London, UK) was the first PARPi to 
./___Corpus/Medline/xml/PMC4693276.xml	[156]	43229 : 43234	CM	th no increased toxicity [156]. Following clinical tria
./___Corpus/Medline/xml/PMC4693276.xml	[157,158]	43457 : 43466	CM	A2-associated DNA repair [157,158]. Subsequent work has sho
./___Corpus/Medline/xml/PMC4693276.xml	[159]	43750 : 43755	CM	 BRCA mutations (gBRCAm) [159]. Furthermore, a wider su
./___Corpus/Medline/xml/PMC4693276.xml	HR	43838 : 43840	CM	have deficiency in other HR genes may also cause can
./___Corpus/Medline/xml/PMC4693276.xml	[160,161,162,163]	43914 : 43931	CM	itive to PARP inhibitors [160,161,162,163]. The clinical success of
./___Corpus/Medline/xml/PMC4693276.xml	I	44222 : 44223	CM	damaging agents in phase I and II clinical trials. 
./___Corpus/Medline/xml/PMC4693276.xml	S3	44343 : 44345	CM	tors (depicted in Figure S3) that have reached clini
./___Corpus/Medline/xml/PMC4693276.xml	[164,165,166]	44398 : 44411	CM	 development in oncology [164,165,166]. Lynparza (Olaparib) is 
./___Corpus/Medline/xml/PMC4693276.xml	[156]	44488 : 44493	CM	) oral PARP1/2 inhibitor [156] whose therapeutic effica
./___Corpus/Medline/xml/PMC4693276.xml	platinum	44659 : 44667	CM	eatment of patients with platinum-sensitive, recurrent, hi
./___Corpus/Medline/xml/PMC4693276.xml	anti-	45059 : 45064	CPR	luating olaparib for its anti-tumour activity in metast
./___Corpus/Medline/xml/PMC4693276.xml	[167]	45700 : 45705	CM	ical benefit rate of 57% [167]. Prolonged responses to 
./___Corpus/Medline/xml/PMC4693276.xml	HR	46015 : 46017	CM	 with mutations in other HR genes such as tumour sup
./___Corpus/Medline/xml/PMC4693276.xml	[168]	46055 : 46060	CM	s tumour suppressor PTEN [168]. Such event was later su
./___Corpus/Medline/xml/PMC4693276.xml	[169,170]	46166 : 46175	CM	cient endometrial cancer [169,170]. These studies provided 
./___Corpus/Medline/xml/PMC4693276.xml	[171,172,173]	46310 : 46323	CM	er for PARPi sensitivity [171,172,173]. Also, most recently ola
./___Corpus/Medline/xml/PMC4693276.xml	[174]	46600 : 46605	CM	i resistance or response [174].                  5.1. T
./___Corpus/Medline/xml/PMC4693276.xml	BioMarin	46651 : 46659	CM	1. Talazoparib (BMN 673; BioMarin Pharmaceutical Inc., Nov
./___Corpus/Medline/xml/PMC4693276.xml	vitro	46776 : 46781	CM	nhibitor with greater in vitro activity than any other 
./___Corpus/Medline/xml/PMC4693276.xml	[173]	46869 : 46874	CM	t (PARP-1 IC50 = 0.6 nM) [173]. Much like olaparib, BMN
./___Corpus/Medline/xml/PMC4693276.xml	2-	46971 : 46973	CPR	etic lethality in BRCA1/2- and PTEN-deficient cell l
./___Corpus/Medline/xml/PMC4693276.xml	[173,174,175]	47108 : 47121	CM	s in DNA repair pathways [173,174,175]. It is especially showin
./___Corpus/Medline/xml/PMC4693276.xml	TMZ	47359 : 47362	CM	he antitumour effects of TMZ, cisplatin (CIS), and ca
./___Corpus/Medline/xml/PMC4693276.xml	cisplatin	47364 : 47373	CM	titumour effects of TMZ, cisplatin (CIS), and carboplatin [
./___Corpus/Medline/xml/PMC4693276.xml	CIS	47375 : 47378	CM	fects of TMZ, cisplatin (CIS), and carboplatin [173].
./___Corpus/Medline/xml/PMC4693276.xml	carboplatin	47385 : 47396	CM	MZ, cisplatin (CIS), and carboplatin [173]. These therapeutic
./___Corpus/Medline/xml/PMC4693276.xml	[173]	47397 : 47402	CM	n (CIS), and carboplatin [173]. These therapeutic effec
./___Corpus/Medline/xml/PMC4693276.xml	IL	47953 : 47955	CM	Vie Inc., North Chicago, IL, USA)                   
./___Corpus/Medline/xml/PMC4693276.xml	Ki	48037 : 48039	CM	RP-1/2 inhibitor (PARP-1 Ki = 5nM) with nanomolar ce
./___Corpus/Medline/xml/PMC4693276.xml	[176]	48111 : 48116	CM	ent oral bioavailability [176] and apparent CNS penetra
./___Corpus/Medline/xml/PMC4693276.xml	CNS	48130 : 48133	CM	ility [176] and apparent CNS penetration [164]. Precl
./___Corpus/Medline/xml/PMC4693276.xml	[164]	48146 : 48151	CM	apparent CNS penetration [164]. Preclinical studies in 
./___Corpus/Medline/xml/PMC4693276.xml	veliparib	48236 : 48245	CM	models demonstrated that veliparib potentiates the CT effec
./___Corpus/Medline/xml/PMC4693276.xml	TMZ	48304 : 48307	CM	mber of agents including TMZ, platinum, and irinoteca
./___Corpus/Medline/xml/PMC4693276.xml	platinum	48309 : 48317	CM	of agents including TMZ, platinum, and irinotecan (CPT), a
./___Corpus/Medline/xml/PMC4693276.xml	[177]	48362 : 48367	CM	T), as well as radiation [177]. Veliparib also has the 
./___Corpus/Medline/xml/PMC4693276.xml	[178,179]	48523 : 48532	CM	neck cancer and lymphoma [178,179]. An ongoing phase I/II (
./___Corpus/Medline/xml/PMC4693276.xml	I	48551 : 48552	CM	8,179]. An ongoing phase I/II ({"type":"clinical-tr
./___Corpus/Medline/xml/PMC4693276.xml	veliparib	48716 : 48725	CM	mbination of drugs, with veliparib and a platinum agent, mF
./___Corpus/Medline/xml/PMC4693276.xml	platinum	48732 : 48740	CM	gs, with veliparib and a platinum agent, mFOLFOX-6 (modifi
